county,state,date_only,wind_speed_max,wind_gust_max,wind_dir,precip_sum,rain_sum,snowfall_sum,temp_mean,temp_max,temp_min,soil_moisture_shallow,soil_moisture_deep
Chester,Pennsylvania,2023-08-07,12.9,30.4,185,10.6,10.6,0.0,23.8,29.8,20.4,0.3933,0.3513
Montgomery,Pennsylvania,2023-08-07,12.5,30.9,184,20.6,20.6,0.0,24.2,30.2,20.2,0.3153,0.2518
Philadelphia,Pennsylvania,2023-08-07,15.4,30.6,190,12.1,12.1,0.0,25.4,31.0,21.8,0.2542,0.2156
Montgomery,Pennsylvania,2023-08-12,11.4,23.3,197,0.9,0.9,0.0,24.1,30.4,18.0,0.3343,0.3336
Bucks,Pennsylvania,2023-08-07,11.3,29.8,188,29.4,29.4,0.0,24.1,30.1,20.3,0.3158,0.2395
Rockingham,New Hampshire,2023-08-13,9.6,22.4,240,8.8,8.8,0.0,22.7,27.3,19.9,0.3073,0.2904
Hartford,Connecticut,2023-07-25,10.7,24.2,197,7.7,7.7,0.0,22.5,28.8,19.8,0.3289,0.3127
Worcester,Massachusetts,2023-07-27,14.5,41.4,227,10.7,10.7,0.0,23.4,28.4,19.9,0.1787,0.1611
Middlesex,Massachusetts,2023-07-13,12.5,29.3,195,0.4,0.4,0.0,25.0,30.4,19.0,0.2944,0.3153
Bucks,Pennsylvania,2023-08-12,11.9,30.9,199,15.5,15.5,0.0,23.2,30.0,17.0,0.3348,0.3203
Middlesex,New Jersey,2023-08-13,10.4,22.8,272,1.7,1.7,0.0,25.7,31.0,21.5,0.3314,0.3164
Bucks,Pennsylvania,2023-08-13,9.7,23.9,270,2.3,2.3,0.0,24.7,29.7,20.5,0.3435,0.3191
Monmouth,New Jersey,2023-08-10,9.7,19.7,235,12.7,12.7,0.0,21.7,24.4,19.5,0.248,0.2364
Chester,Pennsylvania,2023-08-12,9.2,22.8,204,2.0,2.0,0.0,24.5,30.1,18.4,0.4182,0.3876
Allegheny,Pennsylvania,2023-07-13,13.5,30.4,231,1.1,1.1,0.0,24.9,32.0,20.0,0.3759,0.3792
Suffolk,New York,2023-08-13,10.2,22.6,221,5.9,5.9,0.0,24.7,28.4,22.6,0.3168,0.2728
Bucks,Pennsylvania,2023-07-25,6.8,24.4,235,7.4,7.4,0.0,22.2,28.7,19.0,0.2702,0.2575
Westchester,New York,2023-07-03,7.3,18.6,237,18.1,18.1,0.0,23.7,28.7,21.0,0.3825,0.3038
Fairfield,Connecticut,2023-07-03,7.1,18.3,252,7.5,7.5,0.0,23.8,28.6,21.0,0.2728,0.2167
Montgomery,Pennsylvania,2023-07-25,7.4,24.2,231,15.2,15.2,0.0,22.2,27.4,18.9,0.3153,0.274
Chester,Pennsylvania,2023-07-25,6.2,18.3,219,8.3,8.3,0.0,22.1,27.4,19.2,0.4005,0.3624
Suffolk,Massachusetts,2023-12-18,28.0,56.4,167,53.7,53.7,0.0,13.1,15.8,7.6,0.4318,0.4273
Westchester,New York,2023-07-27,12.2,36.2,218,3.2,3.2,0.0,25.7,32.2,20.8,0.3225,0.2917
Fairfield,Connecticut,2023-08-12,8.3,21.7,169,10.2,10.2,0.0,20.6,26.4,15.4,0.2465,0.2295
New Haven,Connecticut,2023-08-12,8.7,19.7,166,3.9,3.9,0.0,20.8,26.8,15.1,0.3551,0.3394
Allegheny,Pennsylvania,2023-07-06,10.0,24.2,198,0.3,0.3,0.0,24.6,30.5,19.9,0.4134,0.4416
Fairfield,Connecticut,2023-07-13,11.7,28.2,182,0.0,0.0,0.0,25.2,30.3,20.0,0.1737,0.2038
Allegheny,Pennsylvania,2023-08-12,11.0,25.5,215,8.7,8.7,0.0,23.1,30.4,18.8,0.4604,0.4198
Allegheny,Pennsylvania,2023-08-25,11.3,22.4,254,6.3,6.3,0.0,23.6,29.0,20.2,0.4491,0.3963
Hartford,Connecticut,2023-09-13,7.2,18.3,187,10.7,10.7,0.0,20.2,22.7,18.5,0.3628,0.3029
Montgomery,Pennsylvania,2023-07-14,12.0,26.4,174,11.8,11.8,0.0,25.8,33.2,22.9,0.2772,0.2713
Bucks,Pennsylvania,2023-07-29,12.8,29.3,260,2.0,2.0,0.0,27.1,33.5,23.3,0.2493,0.2511
Chester,Pennsylvania,2023-07-29,15.0,31.1,258,1.2,1.2,0.0,26.3,33.4,22.6,0.3802,0.3706
Bucks,Pennsylvania,2023-07-15,11.8,25.5,144,7.1,7.1,0.0,24.8,31.2,20.3,0.3253,0.2704
Middlesex,New Jersey,2023-07-15,7.8,23.5,146,7.2,7.2,0.0,25.0,29.4,20.9,0.3572,0.3035
Hillsborough,New Hampshire,2023-07-21,9.7,23.0,178,6.4,6.4,0.0,19.3,23.1,17.4,0.2213,0.2247
Philadelphia,Pennsylvania,2023-07-16,9.5,23.9,190,14.6,14.6,0.0,24.5,27.8,22.5,0.3407,0.2474
Ocean,New Jersey,2023-07-21,8.1,18.8,190,2.1,2.1,0.0,24.0,28.2,20.4,0.3215,0.2683
Chester,Pennsylvania,2023-07-21,8.4,19.7,263,1.8,1.8,0.0,24.1,28.6,19.9,0.4229,0.375
Bucks,Pennsylvania,2023-07-21,7.8,19.7,248,2.3,2.3,0.0,24.1,28.9,20.5,0.3245,0.2836
Montgomery,Pennsylvania,2023-07-21,8.3,19.2,261,1.8,1.8,0.0,24.4,29.1,20.4,0.3228,0.2791
Androscoggin,Maine,2023-07-25,6.5,19.7,215,5.8,5.8,0.0,22.0,28.5,18.8,0.2274,0.2285
Chester,Pennsylvania,2023-07-02,8.7,22.8,205,16.0,16.0,0.0,24.6,30.6,20.5,0.4183,0.396
Chester,Pennsylvania,2023-07-27,11.9,29.3,213,2.9,2.9,0.0,26.1,33.2,22.3,0.4158,0.3805
Monmouth,New Jersey,2023-07-04,6.7,20.6,277,36.6,36.6,0.0,24.6,30.6,20.7,0.2903,0.2509
Ocean,New Jersey,2023-07-04,10.4,23.9,267,15.4,15.4,0.0,25.7,30.6,22.6,0.3136,0.2433
Chester,Pennsylvania,2023-07-28,8.4,19.9,266,1.8,1.8,0.0,27.1,33.3,22.0,0.3937,0.375
Hillsborough,New Hampshire,2023-07-27,14.9,35.1,228,8.2,8.2,0.0,23.6,28.0,21.0,0.1918,0.1922
Middlesex,New Jersey,2023-07-29,12.7,29.8,260,2.2,2.2,0.0,27.8,34.5,24.2,0.2885,0.3077
Monmouth,New Jersey,2023-07-29,14.7,31.5,256,11.7,11.7,0.0,27.4,34.3,23.5,0.1815,0.1967
Monmouth,New Jersey,2023-09-08,6.7,23.7,165,11.8,11.8,0.0,25.5,34.0,20.4,0.1165,0.1404
Rockingham,New Hampshire,2023-09-08,9.5,21.7,217,5.4,5.4,0.0,22.1,26.1,20.0,0.2505,0.2479
Hillsborough,New Hampshire,2023-09-08,8.1,25.7,207,20.9,20.9,0.0,21.7,27.0,19.2,0.2049,0.1819
York,Maine,2023-09-08,11.5,38.0,220,11.2,11.2,0.0,22.5,26.8,19.5,0.2861,0.2722
Cumberland,Maine,2023-09-08,15.0,30.9,216,6.6,6.6,0.0,23.0,26.3,19.9,0.2769,0.2841
Ocean,New Jersey,2023-09-09,6.9,16.6,170,1.7,1.7,0.0,24.7,31.8,20.8,0.2288,0.1654
Bergen,New Jersey,2023-09-08,7.0,21.0,139,13.8,13.8,0.0,24.3,31.4,20.6,0.2335,0.2175
Chittenden,Vermont,2023-09-07,10.1,25.1,166,2.3,2.3,0.0,23.6,29.5,20.7,0.2101,0.2186
Essex,New Jersey,2023-09-08,6.9,24.8,159,19.0,19.0,0.0,23.5,31.8,19.6,0.1904,0.1761
Fairfield,Connecticut,2023-09-08,7.9,22.6,172,32.6,32.6,0.0,22.9,29.4,19.8,0.1712,0.1405
Bucks,Pennsylvania,2023-09-08,7.4,20.1,131,30.1,30.1,0.0,23.8,31.4,20.5,0.3358,0.2437
Chester,Pennsylvania,2023-09-08,11.1,25.7,129,11.1,11.1,0.0,24.9,32.8,20.3,0.2957,0.2982
Philadelphia,Pennsylvania,2023-09-08,8.6,20.4,94,10.7,10.7,0.0,25.3,34.2,20.9,0.2435,0.1949
Androscoggin,Maine,2023-12-03,11.1,21.0,46,4.5,1.5,2.1,1.1,2.2,0.1,0.267,0.2737
Kennebec,Maine,2023-12-03,10.0,20.4,47,2.9,1.3,1.12,1.3,3.0,-0.2,0.3809,0.384
Kennebec,Maine,2023-12-18,26.3,65.8,153,49.7,49.7,0.0,11.1,13.0,5.8,0.4322,0.4196
Androscoggin,Maine,2023-12-18,25.3,55.0,156,95.2,95.2,0.0,10.2,12.9,4.6,0.3621,0.3414
Penobscot,Maine,2023-08-13,6.9,20.4,170,16.9,16.9,0.0,19.5,24.4,15.6,0.285,0.2706
York,Maine,2023-08-13,9.0,18.6,237,2.3,2.3,0.0,22.4,27.2,19.4,0.3085,0.3252
Androscoggin,Maine,2023-08-13,5.9,20.4,194,13.8,13.8,0.0,20.4,24.8,17.4,0.2529,0.2478
Kennebec,Maine,2023-08-13,9.6,22.1,182,14.2,14.2,0.0,20.4,24.8,17.1,0.3746,0.3671
Hartford,Connecticut,2024-02-13,13.2,29.3,355,13.5,0.3,9.24,0.1,2.7,-3.0,0.3465,0.354
Hartford,Connecticut,2024-01-06,9.6,18.6,95,2.6,0.0,1.82,-1.1,2.5,-4.5,0.3612,0.3705
Worcester,Massachusetts,2024-07-17,11.2,25.7,243,6.4,6.4,0.0,24.5,30.9,20.0,0.1437,0.1327
Middlesex,Massachusetts,2024-07-17,11.9,25.5,235,7.0,7.0,0.0,26.4,33.2,21.2,0.2178,0.2199
Hartford,Connecticut,2024-07-16,13.9,32.4,211,1.8,1.8,0.0,27.4,33.8,21.9,0.2432,0.2324
Philadelphia,Pennsylvania,2024-01-19,9.0,17.7,11,6.5,0.0,4.55,-2.5,-0.9,-4.8,0.3784,0.3826
Allegheny,Pennsylvania,2024-11-20,16.3,42.7,235,16.1,16.1,0.0,12.5,18.0,4.8,0.4028,0.3135
Androscoggin,Maine,2024-01-07,11.0,24.4,22,15.6,0.0,10.92,-7.7,-6.8,-9.1,0.2467,0.2511
Kennebec,Maine,2024-01-07,11.3,26.4,17,13.2,0.1,9.17,-7.5,-6.5,-8.9,0.3666,0.3698
Chittenden,Vermont,2024-06-20,11.4,27.1,232,7.2,7.2,0.0,25.2,31.8,21.0,0.1884,0.1719
Suffolk,New York,2024-08-06,12.2,24.6,236,31.7,31.7,0.0,24.6,27.5,21.5,0.3742,0.3231
Chittenden,Vermont,2024-06-23,13.8,35.1,173,23.4,23.4,0.0,20.9,25.9,16.5,0.2764,0.2108
Fairfield,Connecticut,2024-08-03,8.5,23.3,247,4.5,4.5,0.0,25.6,32.3,21.7,0.2175,0.1834
New Haven,Connecticut,2024-08-03,9.8,21.9,228,4.5,4.5,0.0,26.0,32.3,21.9,0.3263,0.293
Philadelphia,Pennsylvania,2024-03-10,21.4,41.8,285,2.1,2.1,0.0,6.6,9.3,2.0,0.4144,0.418
Erie,New York,2024-08-17,11.8,22.6,199,8.5,8.5,0.0,22.1,25.8,20.3,0.3498,0.3577
Middlesex,Massachusetts,2024-08-15,6.3,17.0,279,1.2,1.2,0.0,20.8,27.5,16.6,0.2317,0.2455
Essex,Massachusetts,2024-08-15,4.3,15.0,273,5.9,5.9,0.0,20.8,26.1,16.1,0.2965,0.2989
Penobscot,Maine,2024-07-09,10.4,24.6,210,0.5,0.5,0.0,25.0,31.1,19.9,0.1875,0.1953
Penobscot,Maine,2024-07-13,9.3,21.9,245,6.6,6.6,0.0,23.2,29.0,19.6,0.2788,0.2797
Providence,Rhode Island,2024-08-02,9.0,20.4,226,3.0,3.0,0.0,26.3,31.3,21.6,0.2752,0.2433
Allegheny,Pennsylvania,2024-01-12,18.8,41.4,123,4.8,4.3,0.35,1.9,6.2,-3.0,0.4776,0.4786
Allegheny,Pennsylvania,2024-01-18,10.8,23.0,222,0.6,0.0,0.42,-4.4,-1.2,-8.0,0.4656,0.4684
Hartford,Connecticut,2024-08-02,5.9,18.8,227,13.0,13.0,0.0,25.0,32.9,20.3,0.3119,0.242
Androscoggin,Maine,2024-03-23,15.4,33.1,31,51.4,12.8,27.02,-4.3,-3.2,-5.7,0.2561,0.2559
Kennebec,Maine,2024-03-23,17.1,36.5,35,46.0,18.6,19.18,-3.9,-1.9,-5.3,0.3834,0.3818
Allegheny,Pennsylvania,2024-06-17,7.7,15.9,192,0.5,0.5,0.0,25.9,34.3,18.5,0.3203,0.3378
Allegheny,Pennsylvania,2024-06-18,5.9,15.4,130,3.1,3.1,0.0,25.4,30.2,20.7,0.3377,0.3401
Rockingham,New Hampshire,2024-08-15,6.2,16.6,307,4.3,4.3,0.0,20.2,25.5,16.2,0.2572,0.2635
Middlesex,New Jersey,2024-02-17,14.5,31.8,301,6.4,0.0,4.48,-0.5,2.8,-4.2,0.3851,0.3883
Hillsborough,New Hampshire,2024-08-15,7.6,19.5,296,7.6,7.6,0.0,19.9,26.8,15.6,0.1702,0.1746
Allegheny,Pennsylvania,2024-02-16,12.0,25.5,292,4.7,0.0,3.29,0.0,3.3,-2.4,0.458,0.4489
Allegheny,Pennsylvania,2024-06-23,17.4,38.3,234,3.9,3.9,0.0,25.7,30.1,21.9,0.3248,0.3408
Suffolk,Massachusetts,2024-02-28,20.4,35.8,194,10.8,10.8,0.0,11.7,15.2,9.6,0.3775,0.3443
Hillsborough,New Hampshire,2024-08-05,9.2,20.6,259,1.5,1.5,0.0,24.5,29.9,20.1,0.1878,0.1497
Chester,Pennsylvania,2024-06-14,13.6,30.4,239,0.2,0.2,0.0,24.0,31.3,18.8,0.2954,0.3094
Montgomery,Pennsylvania,2024-06-14,12.1,25.7,223,9.5,9.5,0.0,23.9,31.5,19.5,0.1977,0.2048
Philadelphia,Pennsylvania,2024-06-14,11.4,28.0,228,11.0,11.0,0.0,24.5,32.7,20.1,0.1547,0.1787
Bucks,Pennsylvania,2024-06-14,13.6,35.3,238,7.0,7.0,0.0,23.8,31.6,19.0,0.2016,0.207
Allegheny,Pennsylvania,2024-05-17,9.0,21.3,173,15.2,15.2,0.0,16.8,20.4,14.2,0.4842,0.4705
Montgomery,Pennsylvania,2024-06-26,9.4,35.1,242,0.1,0.1,0.0,28.2,35.9,22.9,0.166,0.1805
Chester,Pennsylvania,2024-06-30,11.1,24.6,230,8.1,8.1,0.0,26.0,33.8,22.0,0.3445,0.2928
Monmouth,New Jersey,2024-06-26,11.4,28.6,233,0.4,0.4,0.0,28.9,37.2,23.4,0.083,0.1337
Ocean,New Jersey,2024-06-26,13.2,26.8,217,0.5,0.5,0.0,28.1,35.4,23.5,0.163,0.1867
Middlesex,New Jersey,2024-06-22,9.2,17.9,206,3.0,3.0,0.0,28.5,37.5,22.9,0.1612,0.2145
Monmouth,New Jersey,2024-06-22,10.5,24.4,212,0.9,0.9,0.0,28.6,36.9,23.5,0.0927,0.133
Philadelphia,Pennsylvania,2024-06-23,17.0,33.8,217,0.1,0.1,0.0,29.8,35.5,24.8,0.1777,0.159
Bucks,Pennsylvania,2024-06-23,13.6,32.9,219,0.0,0.0,0.0,29.2,35.0,24.1,0.1719,0.1957
