county,state,date_only,wind_speed_max,wind_gust_max,wind_dir,precip_sum,rain_sum,snowfall_sum,temp_mean,temp_max,temp_min,soil_moisture_shallow,soil_moisture_deep
Montgomery,Pennsylvania,2021-06-30,10.1,26.2,247,0.4,0.4,0.0,29.6,35.8,23.6,0.2146,0.2285
Philadelphia,Pennsylvania,2021-06-30,12.1,25.1,234,1.5,1.5,0.0,29.9,36.2,24.4,0.1447,0.1959
Fairfield,Connecticut,2021-04-21,13.5,38.3,231,1.6,1.6,0.0,10.5,17.8,2.2,0.2283,0.2432
Ocean,New Jersey,2021-06-09,9.9,21.3,273,1.6,1.6,0.0,26.4,32.6,22.0,0.3152,0.2678
Bergen,New Jersey,2021-04-21,16.3,34.0,278,10.2,10.2,0.0,10.5,19.1,2.8,0.3278,0.3286
Worcester,Massachusetts,2021-04-21,17.5,45.9,230,9.9,9.9,0.0,8.9,18.1,-0.8,0.2166,0.2115
Monmouth,New Jersey,2021-06-09,5.9,20.1,282,2.6,2.6,0.0,26.1,32.7,22.1,0.2365,0.2005
Hartford,Connecticut,2021-04-21,18.1,40.9,231,4.2,4.2,0.0,10.0,19.0,2.5,0.3589,0.3538
Middlesex,New Jersey,2021-06-04,9.7,26.6,235,6.6,6.6,0.0,21.4,25.6,18.4,0.3906,0.3593
Ocean,New Jersey,2021-06-04,12.6,24.4,235,14.3,14.3,0.0,21.8,26.1,19.8,0.3555,0.2989
Chester,Pennsylvania,2021-05-26,10.5,30.0,221,1.7,1.7,0.0,23.7,32.0,17.4,0.2817,0.3102
Bucks,Pennsylvania,2021-05-26,13.5,32.7,234,9.2,9.2,0.0,24.2,33.2,17.1,0.1514,0.1745
Montgomery,Pennsylvania,2021-05-26,11.8,32.4,228,15.1,15.1,0.0,24.4,33.5,17.2,0.1606,0.1826
Monmouth,New Jersey,2021-05-26,11.2,28.6,238,4.9,4.9,0.0,25.1,34.9,17.5,0.0638,0.1028
Philadelphia,Pennsylvania,2021-05-26,13.3,30.6,215,16.9,16.9,0.0,24.6,32.3,17.6,0.1243,0.1688
Ocean,New Jersey,2021-05-26,12.1,27.5,220,6.8,6.8,0.0,24.3,33.0,17.4,0.1613,0.1668
Allegheny,Pennsylvania,2021-02-08,6.6,11.2,61,0.2,0.0,0.14,-7.9,-1.8,-15.4,0.4456,0.4445
Middlesex,New Jersey,2021-05-26,14.7,30.2,232,5.2,5.2,0.0,24.5,33.4,17.6,0.1462,0.215
Hillsborough,New Hampshire,2021-09-15,12.3,32.4,211,2.6,2.6,0.0,21.3,27.1,16.2,0.2301,0.2416
Androscoggin,Maine,2021-09-15,11.8,32.7,187,6.3,6.3,0.0,19.4,25.2,15.8,0.2392,0.2368
Hillsborough,New Hampshire,2021-06-30,12.3,33.3,258,1.2,1.2,0.0,27.6,33.7,22.6,0.0859,0.0848
Rockingham,New Hampshire,2021-06-30,11.3,32.0,250,1.9,1.9,0.0,28.4,35.0,23.9,0.1848,0.1785
Kennebec,Maine,2021-09-15,13.0,30.0,187,4.5,4.5,0.0,18.8,23.4,15.3,0.3576,0.3451
Bergen,New Jersey,2021-06-08,9.5,22.8,217,5.1,5.1,0.0,25.4,31.1,22.2,0.248,0.2821
Nassau,New York,2021-06-08,7.8,18.8,206,3.0,3.0,0.0,23.3,29.2,19.0,0.2963,0.3235
New Haven,Connecticut,2021-06-09,6.1,17.2,305,1.1,1.1,0.0,26.0,31.5,21.0,0.2555,0.2673
Hillsborough,New Hampshire,2021-06-15,6.8,20.1,225,2.0,2.0,0.0,18.9,24.9,15.2,0.2078,0.1045
Rockingham,New Hampshire,2021-06-15,7.1,22.1,180,8.6,8.6,0.0,19.1,24.4,15.8,0.2674,0.2028
Westchester,New York,2021-06-21,11.0,28.0,180,1.2,1.2,0.0,24.5,29.4,21.0,0.2139,0.2127
Bucks,Pennsylvania,2021-06-09,5.9,17.0,290,2.9,2.9,0.0,25.2,31.7,21.1,0.3406,0.296
Kennebec,Maine,2021-06-19,10.2,28.4,209,2.7,2.7,0.0,21.7,28.1,17.5,0.1856,0.1865
Essex,Massachusetts,2021-09-13,9.1,22.6,301,10.7,10.7,0.0,21.3,24.9,17.5,0.3794,0.3507
Middlesex,Massachusetts,2021-09-13,8.5,20.6,292,6.3,6.3,0.0,20.8,24.4,16.2,0.356,0.3293
Hartford,Connecticut,2021-06-29,10.8,24.6,213,2.5,2.5,0.0,28.7,35.8,23.9,0.1881,0.184
Erie,New York,2021-06-21,22.3,45.4,219,8.4,8.4,0.0,21.7,27.2,17.3,0.3635,0.3222
New Haven,Connecticut,2021-06-30,12.4,28.9,225,1.4,1.4,0.0,28.4,35.2,24.0,0.2021,0.1663
Nassau,New York,2021-06-30,10.4,23.7,224,0.4,0.4,0.0,27.7,33.1,24.5,0.2103,0.2533
Erie,New York,2021-06-29,10.8,25.3,232,0.8,0.8,0.0,25.6,28.8,22.1,0.3021,0.3115
Kennebec,Maine,2021-06-30,9.5,36.5,242,2.9,2.9,0.0,26.8,32.3,21.2,0.1814,0.1826
York,Maine,2021-06-30,11.7,32.9,255,1.3,1.3,0.0,28.2,34.7,23.6,0.1777,0.186
Monmouth,New Jersey,2021-03-28,19.9,51.5,199,13.4,13.4,0.0,13.5,21.1,8.9,0.286,0.276
Middlesex,New Jersey,2021-03-28,19.8,40.3,204,12.9,12.9,0.0,13.7,20.5,9.4,0.3961,0.3924
Ocean,New Jersey,2021-03-28,19.7,48.1,202,17.8,17.8,0.0,14.0,20.6,9.4,0.3995,0.3915
Erie,New York,2021-09-12,17.8,36.0,236,5.3,5.3,0.0,21.2,22.9,20.0,0.3579,0.3481
Chester,Pennsylvania,2021-03-28,16.7,39.6,206,20.1,20.1,0.0,12.5,18.8,9.2,0.4826,0.4782
Montgomery,Pennsylvania,2021-03-28,17.6,42.1,198,18.8,18.8,0.0,13.1,19.5,10.0,0.396,0.3844
Bucks,Pennsylvania,2021-03-28,19.3,40.9,203,17.9,17.9,0.0,12.9,19.4,9.6,0.3971,0.3926
Suffolk,Massachusetts,2021-03-01,21.5,38.0,266,6.5,6.5,0.0,5.0,9.1,-0.1,0.4017,0.3882
Philadelphia,Pennsylvania,2021-03-28,20.0,40.7,209,18.7,18.7,0.0,13.9,20.1,10.1,0.3934,0.3843
Suffolk,Massachusetts,2021-03-29,25.7,47.0,281,3.4,3.4,0.0,7.2,10.0,2.9,0.3716,0.335
York,Maine,2021-09-15,12.8,32.0,201,6.7,6.7,0.0,21.3,27.7,16.7,0.3218,0.3215
Hartford,Connecticut,2021-03-02,19.3,40.0,301,0.0,0.0,0.0,-6.2,-2.5,-10.9,0.3982,0.4121
Suffolk,Massachusetts,2021-03-13,21.4,38.0,295,0.0,0.0,0.0,2.8,7.2,-2.8,0.2509,0.313
Middlesex,Massachusetts,2021-05-26,13.5,33.6,231,3.6,3.6,0.0,24.1,32.7,16.8,0.1656,0.2071
Kennebec,Maine,2021-01-02,11.9,26.8,22,17.4,0.4,11.9,-0.6,0.9,-2.5,0.3677,0.3711
Hartford,Connecticut,2021-02-01,19.0,52.3,18,23.3,0.0,16.38,-3.1,0.6,-5.8,0.352,0.3575
Philadelphia,Pennsylvania,2021-02-07,11.7,22.8,352,10.0,0.8,6.44,-0.6,1.9,-4.0,0.3929,0.3878
Philadelphia,Pennsylvania,2021-02-18,10.8,22.8,38,18.4,3.3,10.57,-3.2,-1.9,-4.1,0.4007,0.4025
Suffolk,Massachusetts,2021-02-07,11.0,19.2,13,9.7,1.6,5.67,-0.8,4.0,-5.0,0.3882,0.3913
Hartford,Connecticut,2021-02-07,11.2,22.6,345,5.7,0.0,3.99,-4.4,-0.9,-9.9,0.3703,0.3637
Philadelphia,Pennsylvania,2021-02-01,23.0,45.2,35,27.8,1.7,18.27,-1.3,0.8,-4.8,0.3543,0.36
Middlesex,New Jersey,2021-02-07,10.7,20.8,7,9.9,0.1,6.86,-1.1,0.4,-4.1,0.3854,0.3849
Androscoggin,Maine,2021-02-01,13.4,28.6,33,0.3,0.0,0.21,-8.7,-2.9,-15.9,0.239,0.2348
Kennebec,Maine,2021-02-01,11.9,26.4,30,0.1,0.0,0.07,-8.1,-2.2,-15.0,0.359,0.3605
Middlesex,New Jersey,2021-02-18,10.9,21.9,36,15.5,0.8,10.29,-4.1,-2.2,-7.3,0.4006,0.4045
Middlesex,New Jersey,2021-02-01,25.9,55.7,38,38.8,0.3,27.02,-1.3,1.0,-4.2,0.365,0.3698
Allegheny,Pennsylvania,2021-05-26,14.8,34.7,237,1.6,1.6,0.0,22.9,28.4,18.4,0.3814,0.3233
Ocean,New Jersey,2021-04-21,17.1,36.0,243,5.2,5.2,0.0,13.5,21.5,6.2,0.2914,0.3013
Essex,Massachusetts,2021-06-08,8.4,27.1,251,3.9,3.9,0.0,27.4,34.8,23.1,0.2465,0.2757
Worcester,Massachusetts,2021-07-27,8.1,20.4,274,1.5,1.5,0.0,22.4,28.2,18.2,0.1813,0.1942
Middlesex,Massachusetts,2021-07-27,8.6,19.0,275,7.2,7.2,0.0,23.7,30.1,18.5,0.265,0.2763
Suffolk,Massachusetts,2021-07-27,13.7,24.2,278,6.3,6.3,0.0,24.5,30.8,19.0,0.199,0.2747
Hartford,Connecticut,2021-06-08,10.6,23.7,199,4.5,4.5,0.0,26.2,33.7,21.2,0.235,0.2686
Worcester,Massachusetts,2021-06-29,10.3,30.9,264,0.0,0.0,0.0,28.2,34.7,22.7,0.1173,0.102
Suffolk,Massachusetts,2021-06-29,11.0,23.9,246,0.9,0.9,0.0,30.1,37.4,24.7,0.132,0.1969
Philadelphia,Pennsylvania,2021-04-29,14.0,34.0,230,4.6,4.6,0.0,20.8,25.8,17.0,0.2164,0.2493
Hartford,Connecticut,2021-06-30,11.8,26.6,217,9.0,9.0,0.0,28.6,37.2,23.6,0.1804,0.179
Worcester,Massachusetts,2021-06-30,10.7,31.3,257,7.3,7.3,0.0,26.6,34.7,21.2,0.1148,0.1014
Essex,Massachusetts,2021-06-30,10.8,30.9,254,11.7,11.7,0.0,28.7,36.8,22.3,0.2189,0.2283
Middlesex,Massachusetts,2021-06-30,9.8,29.1,251,11.2,11.2,0.0,28.4,36.8,22.1,0.2,0.2072
Philadelphia,Pennsylvania,2021-04-21,20.5,41.2,256,1.3,1.3,0.0,12.3,19.2,4.8,0.2632,0.2965
Suffolk,Massachusetts,2021-06-30,14.1,27.7,248,3.2,3.2,0.0,29.1,37.0,23.0,0.1248,0.1904
Hillsborough,New Hampshire,2021-05-26,13.9,35.3,244,2.8,2.8,0.0,24.3,31.6,17.4,0.0547,0.1018
York,Maine,2021-05-26,13.3,34.0,240,0.0,0.0,0.0,25.2,32.4,18.0,0.2009,0.2487
Hartford,Connecticut,2021-07-06,12.9,29.5,214,3.0,3.0,0.0,24.7,31.8,19.6,0.2795,0.2365
Cumberland,Maine,2021-05-26,11.6,27.1,219,0.0,0.0,0.0,24.0,29.5,18.6,0.2064,0.2585
Hartford,Connecticut,2021-07-07,8.6,19.5,234,3.9,3.9,0.0,25.6,32.5,20.5,0.2674,0.2333
Suffolk,Massachusetts,2021-07-07,11.3,19.9,263,0.2,0.2,0.0,26.2,31.8,21.6,0.3205,0.3172
Essex,Massachusetts,2021-07-07,9.0,19.5,274,2.5,2.5,0.0,25.2,31.5,20.4,0.3713,0.3566
Worcester,Massachusetts,2021-07-07,10.6,25.1,268,0.1,0.1,0.0,24.1,29.9,19.4,0.2127,0.1889
Middlesex,Massachusetts,2021-07-07,9.3,19.7,277,1.7,1.7,0.0,25.6,31.5,21.0,0.318,0.3052
Essex,Massachusetts,2021-07-16,9.9,29.1,236,0.0,0.0,0.0,26.6,32.3,22.2,0.3368,0.3543
Worcester,Massachusetts,2021-07-16,11.3,32.4,247,0.6,0.6,0.0,24.5,29.5,21.2,0.2237,0.245
Providence,Rhode Island,2021-07-27,8.7,19.9,280,0.8,0.8,0.0,24.7,30.7,19.4,0.2534,0.2696
Philadelphia,Pennsylvania,2021-04-30,24.7,51.0,288,0.7,0.7,0.0,16.0,19.7,9.3,0.2198,0.2445
Allegheny,Pennsylvania,2021-03-26,23.4,48.1,240,6.3,6.3,0.0,13.5,16.2,8.4,0.4776,0.4682
Erie,New York,2021-03-26,32.6,65.3,230,15.0,15.0,0.0,8.6,15.4,3.3,0.4086,0.3818
Monmouth,New Jersey,2021-07-01,5.0,21.7,301,23.1,23.1,0.0,25.1,32.0,21.9,0.1872,0.1764
Montgomery,Pennsylvania,2021-07-01,5.9,24.2,293,14.1,14.1,0.0,24.2,27.5,21.9,0.2509,0.2259
Philadelphia,Pennsylvania,2021-07-01,9.4,21.7,278,31.2,31.2,0.0,25.1,29.3,22.7,0.2241,0.1955
Chester,Pennsylvania,2021-07-01,8.8,22.4,273,22.1,22.1,0.0,23.9,27.9,21.1,0.3464,0.3287
Allegheny,Pennsylvania,2021-06-21,16.0,37.8,223,8.5,8.5,0.0,23.0,27.8,19.0,0.4464,0.4052
Montgomery,Pennsylvania,2021-07-21,7.9,23.7,300,5.4,5.4,0.0,23.7,27.8,19.8,0.2947,0.2871
Philadelphia,Pennsylvania,2021-07-21,9.5,19.9,303,9.9,9.9,0.0,24.6,28.9,21.1,0.268,0.246
Ocean,New Jersey,2021-07-01,9.4,23.7,249,15.1,15.1,0.0,26.0,31.3,22.7,0.2491,0.2131
Ocean,New Jersey,2021-07-21,7.1,21.5,269,7.6,7.6,0.0,24.6,29.5,22.0,0.2817,0.2672
Penobscot,Maine,2021-09-06,9.9,23.0,198,5.3,5.3,0.0,18.2,23.0,14.9,0.2741,0.2595
Montgomery,Pennsylvania,2021-07-06,11.8,28.9,233,0.3,0.3,0.0,27.4,34.8,21.8,0.2779,0.2734
Bucks,Pennsylvania,2021-07-17,8.2,22.1,197,27.5,27.5,0.0,26.3,32.2,22.7,0.2978,0.3038
Chittenden,Vermont,2021-07-20,5.0,20.4,247,4.3,4.3,0.0,20.6,24.1,18.0,0.2735,0.2662
Allegheny,Pennsylvania,2021-06-13,5.7,21.3,220,17.0,17.0,0.0,22.6,28.4,19.4,0.4583,0.3993
Chester,Pennsylvania,2021-07-06,10.0,27.1,227,0.4,0.4,0.0,27.0,33.9,21.2,0.3602,0.337
Philadelphia,Pennsylvania,2021-07-06,13.9,28.6,227,0.6,0.6,0.0,27.4,33.2,22.1,0.2572,0.2761
Monmouth,New Jersey,2021-07-06,11.6,30.2,234,13.2,13.2,0.0,26.7,32.9,21.9,0.2405,0.2513
Allegheny,Pennsylvania,2021-06-14,7.7,19.7,292,16.5,16.5,0.0,19.7,26.2,14.4,0.4808,0.4413
Erie,New York,2021-07-13,11.5,27.5,206,17.3,17.3,0.0,23.3,27.8,21.0,0.4085,0.4132
Bucks,Pennsylvania,2021-07-01,6.1,26.8,295,14.8,14.8,0.0,24.1,27.9,21.9,0.2535,0.2364
Chester,Pennsylvania,2021-07-17,10.1,26.4,190,19.6,19.6,0.0,26.6,31.8,22.6,0.366,0.3479
Chester,Pennsylvania,2021-07-08,11.3,29.1,199,8.1,8.1,0.0,25.2,29.4,21.0,0.3702,0.3251
Philadelphia,Pennsylvania,2021-07-17,10.2,24.6,204,10.2,10.2,0.0,27.3,31.5,24.1,0.2214,0.243
Montgomery,Pennsylvania,2021-07-17,8.4,24.8,186,33.2,33.2,0.0,26.5,31.8,22.5,0.2888,0.2903
Worcester,Massachusetts,2021-07-06,11.8,37.8,241,3.1,3.1,0.0,22.7,29.4,18.0,0.2137,0.193
Middlesex,Massachusetts,2021-07-06,11.1,34.0,230,0.7,0.7,0.0,24.0,30.0,18.3,0.3269,0.3145
Erie,New York,2021-07-08,11.3,23.3,207,16.6,16.6,0.0,21.8,24.0,20.1,0.4165,0.4042
Essex,Massachusetts,2021-07-06,10.3,32.0,228,6.8,6.8,0.0,24.1,30.9,18.2,0.3681,0.3598
Chester,Pennsylvania,2021-06-21,11.0,28.9,207,2.0,2.0,0.0,25.5,31.5,21.3,0.3406,0.3628
Hillsborough,New Hampshire,2021-07-07,9.6,23.0,291,0.8,0.8,0.0,24.1,29.8,19.6,0.1979,0.193
Ocean,New Jersey,2021-08-27,7.2,18.3,261,0.8,0.8,0.0,27.0,32.8,23.9,0.3154,0.3198
York,Maine,2021-07-20,6.8,16.6,277,5.9,5.9,0.0,22.3,27.1,17.8,0.3927,0.3845
Cumberland,Maine,2021-07-20,6.5,18.1,250,5.9,5.9,0.0,21.7,26.3,17.8,0.3902,0.389
Allegheny,Pennsylvania,2021-07-07,9.8,22.8,211,3.1,3.1,0.0,25.9,31.0,22.4,0.3846,0.3807
Chester,Pennsylvania,2021-08-10,9.5,24.4,182,4.3,4.3,0.0,25.6,31.8,20.5,0.3519,0.3005
Allegheny,Pennsylvania,2021-07-13,12.1,36.0,205,3.1,3.1,0.0,24.5,29.3,21.1,0.457,0.4304
Chester,Pennsylvania,2021-08-27,7.0,19.0,272,8.4,8.4,0.0,25.9,30.9,23.1,0.4103,0.408
Hillsborough,New Hampshire,2021-07-20,7.6,20.6,290,1.7,1.7,0.0,22.3,27.8,17.2,0.2607,0.272
Erie,New York,2021-07-20,13.5,28.9,241,0.4,0.4,0.0,22.2,25.4,19.9,0.3742,0.3801
Rockingham,New Hampshire,2021-07-20,6.6,19.2,286,0.5,0.5,0.0,22.9,28.0,17.2,0.3798,0.3868
Montgomery,Pennsylvania,2021-06-14,9.1,21.9,225,11.3,11.3,0.0,21.7,28.5,16.0,0.3706,0.3022
Westchester,New York,2021-07-08,8.6,26.4,149,16.8,16.8,0.0,22.8,26.0,20.6,0.3544,0.3225
Westchester,New York,2021-07-06,11.4,33.3,227,2.0,2.0,0.0,25.1,31.8,20.8,0.3411,0.3488
Chester,Pennsylvania,2021-08-11,9.4,23.5,221,0.3,0.3,0.0,27.1,34.0,22.5,0.3589,0.3019
Bucks,Pennsylvania,2021-08-10,8.4,25.5,173,11.3,11.3,0.0,25.0,30.9,20.9,0.304,0.2276
Worcester,Massachusetts,2021-07-17,7.7,26.6,85,15.9,15.9,0.0,21.7,26.2,19.0,0.2545,0.2363
Bergen,New Jersey,2021-07-06,10.3,29.5,237,3.1,3.1,0.0,26.2,33.8,21.0,0.3319,0.3485
Cumberland,Maine,2021-07-23,7.7,19.0,310,0.3,0.3,0.0,19.9,24.1,16.0,0.3211,0.3502
Rockingham,New Hampshire,2021-07-27,7.4,17.9,300,3.8,3.8,0.0,23.0,28.1,18.9,0.2792,0.2838
Montgomery,Pennsylvania,2021-06-08,6.0,14.3,235,8.3,8.3,0.0,25.1,29.2,22.5,0.307,0.3005
Essex,New Jersey,2021-07-06,10.8,31.3,239,2.2,2.2,0.0,25.6,33.0,20.5,0.3329,0.3387
Chester,Pennsylvania,2021-06-08,6.8,13.9,225,13.6,13.6,0.0,25.0,29.0,22.2,0.3953,0.3707
Bucks,Pennsylvania,2021-08-18,11.5,27.7,146,5.5,5.5,0.0,24.6,29.6,21.0,0.3189,0.2192
Monmouth,New Jersey,2021-06-14,8.1,25.7,175,7.5,7.5,0.0,20.9,25.6,16.7,0.2087,0.1888
Ocean,New Jersey,2021-06-08,7.7,18.3,221,8.0,8.0,0.0,25.9,31.2,22.6,0.2794,0.266
Montgomery,Pennsylvania,2021-08-19,11.9,29.1,252,12.9,12.9,0.0,26.0,30.7,22.3,0.3672,0.28
Montgomery,Pennsylvania,2021-08-11,7.4,23.5,226,1.3,1.3,0.0,27.4,34.2,22.6,0.294,0.2098
Philadelphia,Pennsylvania,2021-06-14,9.4,23.9,206,12.6,12.6,0.0,22.1,28.0,17.5,0.2854,0.2377
Chester,Pennsylvania,2021-06-14,8.5,20.8,219,8.3,8.3,0.0,21.5,28.4,15.8,0.4634,0.4088
Bucks,Pennsylvania,2021-08-11,9.3,25.9,228,2.1,2.1,0.0,26.9,33.4,23.0,0.3152,0.2328
Montgomery,Pennsylvania,2021-08-18,12.5,32.9,148,10.7,10.7,0.0,24.7,29.8,21.5,0.343,0.2324
Philadelphia,Pennsylvania,2021-06-21,12.2,26.2,209,4.0,4.0,0.0,26.3,31.9,21.9,0.1972,0.1995
Allegheny,Pennsylvania,2021-08-29,7.1,16.8,197,3.0,3.0,0.0,25.2,30.5,21.5,0.4508,0.3737
Allegheny,Pennsylvania,2021-08-13,8.9,21.9,223,10.3,10.3,0.0,25.4,31.9,22.0,0.4618,0.3731
Suffolk,New York,2021-07-06,17.4,36.0,228,5.6,5.6,0.0,24.2,26.8,22.0,0.3218,0.3061
Chester,Pennsylvania,2021-08-18,13.8,37.8,149,9.1,9.1,0.0,24.1,27.8,22.0,0.4814,0.4333
Nassau,New York,2021-07-06,11.4,24.8,223,3.1,3.1,0.0,25.2,29.8,21.7,0.3432,0.3593
Allegheny,Pennsylvania,2021-08-12,11.3,28.4,221,24.7,24.7,0.0,26.2,32.7,22.6,0.3905,0.3286
Allegheny,Pennsylvania,2021-06-30,8.1,22.4,228,10.1,10.1,0.0,24.4,27.5,21.8,0.3618,0.3515
Allegheny,Pennsylvania,2021-06-08,7.9,20.4,244,3.6,3.6,0.0,24.5,29.4,21.2,0.3691,0.3777
Worcester,Massachusetts,2021-08-19,17.3,42.7,174,30.9,30.9,0.0,21.9,24.9,20.1,0.2129,0.1405
Suffolk,New York,2021-11-13,21.2,42.3,222,2.9,2.9,0.0,11.1,16.1,6.9,0.4084,0.4136
Nassau,New York,2021-11-13,15.2,34.7,214,2.9,2.9,0.0,8.9,16.4,4.4,0.3863,0.3756
Suffolk,New York,2021-12-06,26.7,49.0,194,3.4,3.4,0.0,13.5,15.6,9.1,0.357,0.3612
Nassau,New York,2021-12-06,19.5,40.3,192,8.5,8.5,0.0,12.5,14.6,8.1,0.3732,0.3534
New Haven,Connecticut,2021-11-13,16.9,36.0,198,5.7,5.7,0.0,8.7,15.2,4.5,0.4061,0.403
Nassau,New York,2021-09-01,22.0,53.0,83,42.4,42.4,0.0,21.8,23.2,20.6,0.3701,0.3302
Erie,New York,2021-08-11,15.8,31.8,226,3.0,3.0,0.0,25.1,27.5,23.3,0.3642,0.3368
Fairfield,Connecticut,2021-07-27,7.5,20.8,279,0.4,0.4,0.0,25.0,30.0,20.0,0.1513,0.15
Essex,New Jersey,2021-07-29,11.5,27.7,194,28.4,28.4,0.0,20.8,25.9,16.4,0.282,0.2702
Westchester,New York,2021-07-25,12.0,27.3,194,2.6,2.6,0.0,22.9,26.9,19.1,0.2301,0.2434
Bergen,New Jersey,2021-08-12,12.5,33.6,231,0.0,0.0,0.0,29.2,37.0,23.2,0.1546,0.1954
Chittenden,Vermont,2021-10-16,13.3,40.5,178,20.2,20.2,0.0,18.2,23.5,12.9,0.2763,0.2485
Chester,Pennsylvania,2021-10-25,11.5,27.3,188,11.6,11.6,0.0,17.9,23.8,13.9,0.3637,0.3604
Montgomery,Pennsylvania,2021-10-25,11.3,26.4,178,9.4,9.4,0.0,18.3,24.8,13.6,0.2709,0.2576
Suffolk,Massachusetts,2021-10-26,24.7,42.5,44,29.2,29.2,0.0,14.0,16.4,10.8,0.4202,0.3752
Suffolk,Massachusetts,2021-12-06,20.2,34.7,191,3.5,3.5,0.0,10.5,15.2,2.0,0.3262,0.334
Montgomery,Pennsylvania,2021-09-23,15.7,46.1,157,43.9,43.9,0.0,21.1,24.9,17.4,0.3154,0.2738
Chester,Pennsylvania,2021-09-23,16.5,47.4,164,40.8,40.8,0.0,20.0,22.7,15.9,0.4258,0.3803
Chester,Pennsylvania,2021-09-01,16.8,41.4,89,61.8,61.8,0.0,20.3,22.6,16.1,0.4827,0.4572
Middlesex,Massachusetts,2021-08-19,14.1,40.5,168,37.3,37.3,0.0,22.6,25.6,20.4,0.2847,0.2111
Essex,Massachusetts,2021-08-19,12.0,36.0,169,37.2,37.2,0.0,22.6,25.1,20.6,0.2866,0.2432
Montgomery,Pennsylvania,2021-09-01,18.0,42.1,72,64.5,64.5,0.0,20.5,23.0,16.5,0.4032,0.3575
Westchester,New York,2021-09-01,20.8,48.1,42,89.1,89.1,0.0,19.8,22.5,17.1,0.385,0.3508
Suffolk,New York,2021-09-01,18.4,43.0,95,16.0,16.0,0.0,22.3,24.1,20.5,0.3587,0.3282
Fairfield,Connecticut,2021-09-01,18.7,45.9,39,63.6,63.6,0.0,19.2,20.8,17.1,0.2871,0.2495
Bergen,New Jersey,2021-07-08,7.8,24.8,94,16.3,16.3,0.0,23.3,28.4,20.5,0.355,0.3263
Allegheny,Pennsylvania,2021-10-21,16.0,31.3,219,6.8,6.8,0.0,15.3,21.5,11.1,0.4235,0.4252
Androscoggin,Maine,2021-09-06,9.6,24.6,227,2.2,2.2,0.0,18.8,23.0,14.8,0.2552,0.2456
Monmouth,New Jersey,2021-07-14,6.3,22.6,242,0.1,0.1,0.0,26.0,31.2,22.0,0.2632,0.2787
Bucks,Pennsylvania,2021-07-12,7.0,18.6,194,19.5,19.5,0.0,25.6,30.3,22.8,0.3589,0.2966
Ocean,New Jersey,2021-07-12,9.8,23.7,220,13.2,13.2,0.0,26.1,29.8,23.1,0.3713,0.3523
Middlesex,New Jersey,2021-07-12,8.8,21.0,181,19.5,19.5,0.0,25.4,29.4,23.0,0.3755,0.3598
Monmouth,New Jersey,2021-07-12,7.8,23.3,187,24.5,24.5,0.0,25.1,29.3,22.7,0.2863,0.2819
Philadelphia,Pennsylvania,2021-07-12,10.2,22.4,202,8.0,8.0,0.0,26.4,30.3,24.0,0.2858,0.2717
Ocean,New Jersey,2021-07-09,17.5,36.7,287,54.9,54.9,0.0,25.4,30.0,22.0,0.4168,0.3917
Ocean,New Jersey,2021-07-29,13.0,29.8,183,3.6,3.6,0.0,23.5,27.8,19.2,0.1921,0.1964
Bucks,Pennsylvania,2021-07-29,9.7,31.5,191,15.2,15.2,0.0,22.5,26.1,19.0,0.2403,0.247
Philadelphia,Pennsylvania,2021-07-29,12.7,30.6,193,10.8,10.8,0.0,23.7,27.1,20.1,0.1544,0.203
Suffolk,New York,2022-12-23,35.7,65.8,195,23.4,23.4,0.0,6.5,13.6,-10.6,0.4255,0.4323
Bucks,Pennsylvania,2022-03-07,20.8,49.2,224,2.7,2.7,0.0,17.9,22.5,12.6,0.3679,0.3722
Philadelphia,Pennsylvania,2022-03-07,23.3,47.2,222,1.6,1.6,0.0,18.2,23.3,13.1,0.333,0.3295
Chester,Pennsylvania,2022-03-07,19.9,44.7,221,3.5,3.5,0.0,17.2,21.2,11.7,0.4528,0.4438
Montgomery,Pennsylvania,2022-03-07,20.6,47.6,221,4.6,4.6,0.0,18.1,23.0,12.4,0.3631,0.3539
Ocean,New Jersey,2022-03-07,22.6,49.9,224,1.9,1.9,0.0,19.4,23.6,14.5,0.3537,0.3329
Monmouth,New Jersey,2022-03-07,22.7,50.8,230,0.9,0.9,0.0,19.7,24.6,13.6,0.2507,0.256
Worcester,Massachusetts,2022-05-22,15.3,36.5,239,3.6,3.6,0.0,25.0,31.7,19.9,0.1239,0.094
Suffolk,Massachusetts,2022-05-22,13.2,25.9,220,0.4,0.4,0.0,26.6,33.6,20.6,0.1352,0.1948
Providence,Rhode Island,2022-07-02,12.8,25.7,230,13.2,13.2,0.0,23.9,28.7,21.4,0.2505,0.1821
Worcester,Massachusetts,2022-07-02,11.4,26.8,244,2.8,2.8,0.0,23.6,28.9,20.4,0.111,0.0732
Middlesex,Massachusetts,2022-07-02,10.8,29.5,234,1.6,1.6,0.0,25.4,31.9,21.5,0.1788,0.1628
Hartford,Connecticut,2022-07-12,16.5,34.0,196,0.7,0.7,0.0,24.5,31.5,18.6,0.1685,0.1792
Providence,Rhode Island,2022-07-12,16.6,34.7,209,1.4,1.4,0.0,23.9,29.7,18.4,0.1988,0.2237
Rockingham,New Hampshire,2022-10-14,12.6,28.0,170,27.3,27.3,0.0,16.3,19.7,11.9,0.4168,0.3574
