state,year,outage_rate,type,lower_bound,upper_bound
New York,2026,0.0593,Projected,0.0393,0.0793
New York,2027,0.0577,Projected,0.0177,0.0977
New York,2028,0.0561,Projected,0.0,0.1161
New York,2029,0.0544,Projected,0.0,0.1344
New York,2030,0.0528,Projected,0.0,0.1528
Pennsylvania,2026,0.0476,Projected,0.0276,0.0676
Pennsylvania,2027,0.045,Projected,0.005,0.085
Pennsylvania,2028,0.0425,Projected,0.0,0.1025
Pennsylvania,2029,0.04,Projected,0.0,0.12
Pennsylvania,2030,0.0374,Projected,0.0,0.1374
Rhode Island,2026,0.0663,Projected,0.0463,0.0863
Rhode Island,2027,0.0655,Projected,0.0255,0.1055
Rhode Island,2028,0.0648,Projected,0.0048,0.1248
Rhode Island,2029,0.064,Projected,0.0,0.144
Rhode Island,2030,0.0632,Projected,0.0,0.1632
Vermont,2026,0.019,Projected,0.0,0.039
Vermont,2027,0.0152,Projected,0.0,0.0552
Vermont,2028,0.0114,Projected,0.0,0.0714
Vermont,2029,0.0076,Projected,0.0,0.0876
Vermont,2030,0.0038,Projected,0.0,0.1038
